transactionId,timestamp,customerId,customerName,accountId,receiverAccount,amountINR,transactionType,branch,deviceId,ipAddress,kycStatus,riskProfile,amlScenario,expectedRisk
TXN0300030,2025-08-24 17:05:00,CUST30683,Customer_43600,ACC01419,ACC04604,18557.38,NEFT,Kolkata,DEV153092,10.220.21.208,VERIFIED,HIGH,NORMAL,LOW
TXN0300031,2025-12-07 09:38:00,CUST09154,Customer_06793,ACC56447,ACC52743,12984.3,IMPS,Bengaluru,DEV100915,10.32.10.28,PENDING,HIGH,NORMAL,LOW
TXN0300032,2025-08-07 01:13:00,CUST19024,Customer_17908,ACC02618,ACC22147,14857.45,RTGS,Kolkata,DEV050492,10.47.101.139,VERIFIED,HIGH,NORMAL,LOW
TXN0300033,2025-10-18 18:21:00,CUST26676,Customer_17522,ACC40333,ACC26258,30144.17,NEFT,Chennai,DEV166909,10.61.128.22,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300034,2025-09-02 10:27:00,CUST24215,Customer_32707,ACC38814,ACC43876,40794.05,UPI,Chennai,DEV089250,10.221.47.101,PENDING,HIGH,NORMAL,LOW
TXN0300035,2025-10-18 22:13:00,CUST38812,Customer_41407,ACC58014,ACC34087,22662.28,NEFT,Hyderabad,DEV003520,10.244.124.57,VERIFIED,LOW,NORMAL,LOW
TXN0300036,2025-08-04 12:28:00,CUST11238,Customer_21696,ACC59632,ACC04941,2551.26,UPI,Bengaluru,DEV077331,10.42.28.26,VERIFIED,LOW,NORMAL,LOW
TXN0300037,2025-02-08 22:36:00,CUST36907,Customer_21206,ACC35200,ACC50676,35517.46,NEFT,Mumbai,DEV034378,10.221.174.106,PENDING,MEDIUM,NORMAL,LOW
TXN0300038,2025-05-27 06:59:00,CUST07021,Customer_44439,ACC02679,ACC05022,6918.73,CARD,Mumbai,DEV151383,10.224.138.58,VERIFIED,HIGH,NORMAL,LOW
TXN0300039,2025-06-17 02:53:00,CUST00160,Customer_46451,ACC38885,ACC51642,5118.98,RTGS,Mumbai,DEV079225,10.38.169.14,VERIFIED,LOW,NORMAL,LOW
TXN0300040,2025-05-09 17:44:00,CUST37399,Customer_00183,ACC55326,ACC40970,49506.32,RTGS,Mumbai,DEV083697,10.236.134.59,PENDING,MEDIUM,NORMAL,LOW
TXN0300041,2025-08-12 17:21:00,CUST06492,Customer_17533,ACC53575,ACC40876,7379.08,RTGS,Mumbai,DEV194328,10.218.31.217,PENDING,MEDIUM,NORMAL,LOW
TXN0300042,2025-12-19 19:36:00,CUST38781,Customer_22747,ACC13053,ACC26472,11137.71,RTGS,Kolkata,DEV000803,10.128.243.235,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300043,2025-10-13 01:47:00,CUST42733,Customer_26843,ACC01826,ACC11004,38056.68,NEFT,Bengaluru,DEV099554,10.118.160.241,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300044,2025-08-21 12:52:00,CUST48778,Customer_00234,ACC25705,ACC10016,36859.06,IMPS,Hyderabad,DEV150462,10.211.156.184,PENDING,HIGH,NORMAL,LOW
TXN0300045,2025-06-01 06:37:00,CUST13984,Customer_06142,ACC24892,ACC15634,48164.0,IMPS,Chennai,DEV079499,10.174.140.196,PENDING,HIGH,NORMAL,LOW
TXN0300046,2025-06-22 22:45:00,CUST21307,Customer_07031,ACC23202,ACC46005,30240.49,NEFT,Chennai,DEV000685,10.120.215.232,VERIFIED,HIGH,NORMAL,LOW
TXN0300047,2025-03-30 15:31:00,CUST38902,Customer_23168,ACC08109,ACC37863,38488.09,IMPS,Bengaluru,DEV068478,10.177.165.18,PENDING,MEDIUM,NORMAL,LOW
TXN0300048,2025-07-14 09:01:00,CUST46687,Customer_02576,ACC46573,ACC21273,18403.66,IMPS,Mumbai,DEV022816,10.213.104.176,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300049,2025-07-30 11:30:00,CUST19474,Customer_21496,ACC42612,ACC08293,167.05,IMPS,Chennai,DEV087801,10.43.237.60,VERIFIED,HIGH,NORMAL,LOW
TXN0300050,2025-12-04 07:30:00,CUST15426,Customer_29137,ACC11993,ACC46670,37822.1,RTGS,Bengaluru,DEV114680,10.209.46.146,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300051,2025-10-02 18:00:00,CUST36242,Customer_09150,ACC47388,ACC49344,27916.54,CARD,Bengaluru,DEV004204,10.88.227.221,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300052,2025-10-24 07:30:00,CUST25084,Customer_04495,ACC15569,ACC00246,39867.64,RTGS,Mumbai,DEV165628,10.54.18.229,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300053,2025-02-11 13:44:00,CUST43954,Customer_32591,ACC31138,ACC42253,30102.21,NEFT,Bengaluru,DEV104531,10.192.185.30,PENDING,MEDIUM,NORMAL,LOW
TXN0300054,2025-01-09 02:17:00,CUST44085,Customer_16473,ACC19058,ACC43631,1314.8,NEFT,Chennai,DEV197039,10.26.11.220,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300055,2025-01-24 11:21:00,CUST25788,Customer_32373,ACC28530,ACC16130,35931.06,RTGS,Mumbai,DEV194223,10.251.161.125,PENDING,MEDIUM,NORMAL,LOW
TXN0300056,2025-01-25 00:46:00,CUST35300,Customer_45350,ACC50821,ACC06278,26865.69,UPI,Chennai,DEV074683,10.195.64.241,PENDING,HIGH,NORMAL,LOW
TXN0300057,2025-04-26 16:44:00,CUST11463,Customer_09950,ACC47663,ACC11641,42777.69,IMPS,Mumbai,DEV091413,10.79.115.88,VERIFIED,HIGH,NORMAL,LOW
TXN0300058,2025-10-23 16:28:00,CUST44364,Customer_25866,ACC57097,ACC45348,46767.16,NEFT,Chennai,DEV070443,10.116.49.163,PENDING,MEDIUM,NORMAL,LOW
TXN0300059,2025-05-05 12:11:00,CUST21540,Customer_10613,ACC45630,ACC02682,46294.38,IMPS,Hyderabad,DEV170274,10.117.84.155,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300060,2025-08-27 07:57:00,CUST38938,Customer_36782,ACC54006,ACC45456,36774.51,IMPS,Delhi,DEV106473,10.35.148.87,PENDING,MEDIUM,NORMAL,LOW
TXN0300061,2025-08-26 15:30:00,CUST09376,Customer_45891,ACC57857,ACC37455,3849.02,CARD,Kolkata,DEV002648,10.85.243.133,VERIFIED,LOW,NORMAL,LOW
TXN0300062,2025-05-07 20:53:00,CUST43488,Customer_29438,ACC02850,ACC19675,48444.01,NEFT,Hyderabad,DEV180389,10.255.191.98,PENDING,MEDIUM,NORMAL,LOW
TXN0300063,2025-01-30 00:48:00,CUST48147,Customer_37063,ACC18400,ACC14508,40536.93,NEFT,Hyderabad,DEV119826,10.45.2.70,VERIFIED,HIGH,NORMAL,LOW
TXN0300064,2025-04-28 07:33:00,CUST49291,Customer_10925,ACC32716,ACC53844,39663.59,NEFT,Bengaluru,DEV099947,10.126.116.212,PENDING,MEDIUM,NORMAL,LOW
TXN0300065,2025-03-29 03:29:00,CUST27274,Customer_23190,ACC21264,ACC44064,21031.41,IMPS,Hyderabad,DEV117913,10.181.179.197,PENDING,HIGH,NORMAL,LOW
TXN0300066,2025-12-20 02:54:00,CUST30756,Customer_22549,ACC12409,ACC09082,43909.08,CARD,Hyderabad,DEV100537,10.46.230.198,VERIFIED,HIGH,NORMAL,LOW
TXN0300067,2025-11-26 20:12:00,CUST31501,Customer_26664,ACC03293,ACC07542,7340.84,RTGS,Bengaluru,DEV095128,10.246.10.249,PENDING,MEDIUM,NORMAL,LOW
TXN0300068,2025-02-02 07:52:00,CUST18032,Customer_36529,ACC02453,ACC40743,49904.58,UPI,Hyderabad,DEV098471,10.228.106.150,VERIFIED,HIGH,NORMAL,LOW
TXN0300069,2025-11-16 02:38:00,CUST31928,Customer_25359,ACC26148,ACC05839,16194.78,UPI,Bengaluru,DEV162797,10.55.229.243,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300070,2025-07-22 08:41:00,CUST31546,Customer_21224,ACC21878,ACC03784,32434.41,UPI,Chennai,DEV129741,10.92.70.21,VERIFIED,LOW,NORMAL,LOW
TXN0300071,2025-03-08 13:30:00,CUST19286,Customer_01758,ACC42929,ACC12165,32644.13,NEFT,Bengaluru,DEV175524,10.37.38.232,VERIFIED,HIGH,NORMAL,LOW
TXN0300072,2025-11-13 22:50:00,CUST42579,Customer_28260,ACC16633,ACC22254,18259.89,UPI,Delhi,DEV134881,10.17.62.217,PENDING,MEDIUM,NORMAL,LOW
TXN0300073,2025-09-15 06:29:00,CUST20692,Customer_41339,ACC13340,ACC56884,44087.77,CARD,Hyderabad,DEV075718,10.138.223.224,PENDING,HIGH,NORMAL,LOW
TXN0300074,2025-09-28 00:31:00,CUST41833,Customer_25456,ACC48958,ACC11067,41136.16,CARD,Mumbai,DEV028843,10.124.41.158,VERIFIED,HIGH,NORMAL,LOW
TXN0300075,2025-01-14 18:20:00,CUST38916,Customer_22821,ACC56533,ACC46869,32032.42,IMPS,Bengaluru,DEV041844,10.196.115.175,VERIFIED,LOW,NORMAL,LOW
TXN0300076,2025-02-22 04:53:00,CUST46737,Customer_30202,ACC09980,ACC21349,46024.46,IMPS,Delhi,DEV067465,10.239.131.228,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300077,2025-03-24 19:18:00,CUST45161,Customer_49869,ACC51098,ACC39138,14894.59,UPI,Kolkata,DEV103795,10.234.197.173,PENDING,MEDIUM,NORMAL,LOW
TXN0300078,2025-03-04 23:04:00,CUST10679,Customer_42597,ACC28938,ACC33953,40545.71,NEFT,Kolkata,DEV113316,10.103.180.117,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300079,2025-07-17 14:58:00,CUST26902,Customer_30377,ACC33802,ACC29275,46078.09,UPI,Delhi,DEV022514,10.252.4.2,VERIFIED,LOW,NORMAL,LOW
TXN0300080,2025-01-11 15:18:00,CUST33523,Customer_40819,ACC27555,ACC25326,38300.63,UPI,Mumbai,DEV174809,10.51.183.230,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300081,2025-12-25 03:22:00,CUST26451,Customer_35640,ACC40752,ACC15881,8030.0,CARD,Bengaluru,DEV046866,10.11.106.64,PENDING,MEDIUM,NORMAL,LOW
TXN0300082,2025-01-23 21:01:00,CUST01670,Customer_44213,ACC28555,ACC24867,25488.17,IMPS,Mumbai,DEV198121,10.90.107.135,VERIFIED,LOW,NORMAL,LOW
TXN0300083,2025-10-27 04:15:00,CUST49841,Customer_15424,ACC03446,ACC21118,15011.57,UPI,Hyderabad,DEV091417,10.110.184.73,PENDING,MEDIUM,NORMAL,LOW
TXN0300084,2025-01-09 13:25:00,CUST27634,Customer_00266,ACC51819,ACC51094,30782.18,NEFT,Hyderabad,DEV117744,10.28.125.104,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300085,2025-07-04 10:04:00,CUST30200,Customer_12790,ACC29473,ACC12851,9651.39,UPI,Bengaluru,DEV015433,10.73.136.32,VERIFIED,LOW,NORMAL,LOW
TXN0300086,2025-10-27 13:12:00,CUST28186,Customer_21279,ACC16551,ACC53567,2560.97,UPI,Hyderabad,DEV186393,10.152.25.243,VERIFIED,LOW,NORMAL,LOW
TXN0300087,2025-02-28 10:27:00,CUST49780,Customer_25619,ACC38799,ACC31893,19874.9,IMPS,Chennai,DEV005170,10.107.192.251,VERIFIED,HIGH,NORMAL,LOW
TXN0300088,2025-05-29 12:13:00,CUST34806,Customer_49712,ACC56420,ACC30983,39361.17,RTGS,Mumbai,DEV031757,10.159.123.228,PENDING,MEDIUM,NORMAL,LOW
TXN0300089,2025-11-25 01:37:00,CUST47172,Customer_17176,ACC59560,ACC05144,36737.42,IMPS,Bengaluru,DEV031223,10.174.179.79,VERIFIED,HIGH,NORMAL,LOW
TXN0300090,2025-10-06 03:34:00,CUST04525,Customer_31569,ACC39833,ACC59553,24709.32,NEFT,Delhi,DEV149238,10.187.251.65,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300091,2025-01-17 08:00:00,CUST21465,Customer_40084,ACC44407,ACC29867,20039.29,IMPS,Hyderabad,DEV121164,10.8.24.213,VERIFIED,LOW,NORMAL,LOW
TXN0300092,2025-02-20 02:21:00,CUST06656,Customer_31023,ACC36588,ACC44235,44470.62,RTGS,Kolkata,DEV031154,10.34.8.55,PENDING,LOW,NORMAL,LOW
TXN0300093,2025-11-13 10:16:00,CUST28342,Customer_42426,ACC29860,ACC53222,13275.14,IMPS,Kolkata,DEV028557,10.117.159.178,PENDING,HIGH,NORMAL,LOW
TXN0300094,2025-10-03 17:13:00,CUST11330,Customer_29554,ACC44995,ACC33992,2021.6,UPI,Mumbai,DEV139208,10.63.241.211,PENDING,LOW,NORMAL,LOW
TXN0300095,2025-09-26 07:06:00,CUST10490,Customer_10222,ACC48963,ACC20730,46123.69,RTGS,Mumbai,DEV109531,10.204.93.106,PENDING,MEDIUM,NORMAL,LOW
TXN0300096,2025-05-22 16:44:00,CUST15686,Customer_38482,ACC45615,ACC25001,43575.35,CARD,Mumbai,DEV094819,10.180.63.52,VERIFIED,HIGH,NORMAL,LOW
TXN0300097,2025-01-07 14:31:00,CUST40634,Customer_16840,ACC46887,ACC23832,28478.11,UPI,Hyderabad,DEV143347,10.195.254.131,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300098,2025-06-14 02:49:00,CUST38338,Customer_19595,ACC37689,ACC21701,19299.49,RTGS,Mumbai,DEV019278,10.51.21.139,VERIFIED,LOW,NORMAL,LOW
TXN0300099,2025-11-04 19:10:00,CUST18368,Customer_35060,ACC37001,ACC01268,42849.34,CARD,Delhi,DEV156502,10.23.93.103,PENDING,MEDIUM,NORMAL,LOW
TXN0300100,2025-07-20 05:54:00,CUST33436,Customer_21958,ACC48536,ACC02960,47773.87,IMPS,Mumbai,DEV164081,10.191.44.161,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300101,2025-10-19 15:23:00,CUST46330,Customer_10599,ACC23635,ACC09346,48409.76,RTGS,Hyderabad,DEV097772,10.226.169.183,PENDING,LOW,NORMAL,LOW
TXN0300102,2025-03-22 11:31:00,CUST42319,Customer_43542,ACC54418,ACC55788,14270.99,NEFT,Kolkata,DEV082683,10.200.234.33,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300103,2025-08-07 00:43:00,CUST03782,Customer_47310,ACC22364,ACC59653,25016.78,RTGS,Bengaluru,DEV140779,10.131.43.84,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300104,2025-07-07 21:46:00,CUST42470,Customer_11901,ACC29076,ACC40826,44808.42,CARD,Kolkata,DEV005861,10.2.163.63,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300105,2025-03-29 07:51:00,CUST08499,Customer_20781,ACC38976,ACC04113,14249.63,RTGS,Kolkata,DEV184140,10.112.57.24,PENDING,LOW,NORMAL,LOW
TXN0300106,2025-10-04 15:32:00,CUST49519,Customer_43200,ACC58894,ACC46522,17484.59,CARD,Delhi,DEV178334,10.72.109.138,VERIFIED,HIGH,NORMAL,LOW
TXN0300107,2025-04-03 14:49:00,CUST10318,Customer_17674,ACC24700,ACC09390,47321.75,UPI,Hyderabad,DEV130952,10.238.89.62,VERIFIED,LOW,NORMAL,LOW
TXN0300108,2025-10-09 16:43:00,CUST23173,Customer_06317,ACC04113,ACC21044,18880.75,NEFT,Delhi,DEV138700,10.176.98.181,PENDING,LOW,NORMAL,LOW
TXN0300109,2025-02-14 09:18:00,CUST42168,Customer_08894,ACC05468,ACC30249,13262.0,NEFT,Hyderabad,DEV053856,10.55.44.215,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300110,2025-09-04 00:56:00,CUST40735,Customer_21943,ACC29559,ACC15114,6633.17,UPI,Bengaluru,DEV123580,10.161.251.168,VERIFIED,HIGH,NORMAL,LOW
TXN0300111,2025-01-02 08:57:00,CUST12765,Customer_31894,ACC40806,ACC05750,49256.8,RTGS,Mumbai,DEV038661,10.156.237.235,VERIFIED,HIGH,NORMAL,LOW
TXN0300112,2025-10-17 20:57:00,CUST13671,Customer_12778,ACC50184,ACC50722,21462.0,IMPS,Hyderabad,DEV141887,10.35.190.161,PENDING,LOW,NORMAL,LOW
TXN0300113,2025-05-08 19:03:00,CUST13453,Customer_39773,ACC57864,ACC41716,30336.5,CARD,Chennai,DEV086303,10.21.71.182,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300114,2025-12-05 20:38:00,CUST15743,Customer_00382,ACC23949,ACC17945,33960.78,CARD,Chennai,DEV040252,10.186.49.90,PENDING,MEDIUM,NORMAL,LOW
TXN0300115,2025-10-05 04:39:00,CUST00551,Customer_31442,ACC20566,ACC40854,41597.7,NEFT,Mumbai,DEV109407,10.98.171.49,VERIFIED,LOW,NORMAL,LOW
TXN0300116,2025-09-11 22:26:00,CUST08050,Customer_33832,ACC28692,ACC56471,3086.56,CARD,Kolkata,DEV086278,10.82.15.183,VERIFIED,HIGH,NORMAL,LOW
TXN0300117,2025-10-16 10:05:00,CUST00608,Customer_12876,ACC03780,ACC55532,21371.07,UPI,Chennai,DEV068151,10.227.170.139,PENDING,MEDIUM,NORMAL,LOW
TXN0300118,2025-03-21 02:15:00,CUST24434,Customer_00086,ACC41577,ACC38706,6815.28,NEFT,Hyderabad,DEV160974,10.105.209.15,PENDING,HIGH,NORMAL,LOW
TXN0300119,2025-12-02 21:37:00,CUST29235,Customer_04534,ACC09974,ACC16766,29277.59,UPI,Bengaluru,DEV009030,10.161.60.41,PENDING,LOW,NORMAL,LOW
TXN0300120,2025-01-12 12:16:00,CUST31774,Customer_42858,ACC24303,ACC16460,11850.44,IMPS,Mumbai,DEV104664,10.195.184.185,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300121,2025-03-07 19:17:00,CUST31482,Customer_39899,ACC14982,ACC31488,23445.04,RTGS,Chennai,DEV114304,10.203.253.84,VERIFIED,HIGH,NORMAL,LOW
TXN0300122,2025-03-15 12:18:00,CUST47465,Customer_24089,ACC28912,ACC06915,25552.67,UPI,Kolkata,DEV178661,10.27.126.87,VERIFIED,LOW,NORMAL,LOW
TXN0300123,2025-03-19 07:37:00,CUST42323,Customer_03635,ACC28122,ACC47266,43377.28,IMPS,Delhi,DEV076621,10.126.234.93,PENDING,MEDIUM,NORMAL,LOW
TXN0300124,2025-06-01 01:45:00,CUST30121,Customer_34135,ACC18171,ACC59608,22771.62,RTGS,Bengaluru,DEV073301,10.167.55.19,PENDING,HIGH,NORMAL,LOW
TXN0300125,2025-02-04 12:39:00,CUST42132,Customer_46399,ACC08399,ACC26799,600.41,NEFT,Chennai,DEV101926,10.173.141.75,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300126,2025-08-07 01:35:00,CUST38054,Customer_07735,ACC27147,ACC49438,30592.75,CARD,Kolkata,DEV128002,10.63.44.125,VERIFIED,HIGH,NORMAL,LOW
TXN0300127,2025-04-25 23:31:00,CUST16300,Customer_02840,ACC52271,ACC31418,20243.02,UPI,Kolkata,DEV150199,10.148.97.51,PENDING,HIGH,NORMAL,LOW
TXN0300128,2025-06-22 08:27:00,CUST26247,Customer_44450,ACC59950,ACC57575,45821.85,CARD,Chennai,DEV193594,10.184.180.137,VERIFIED,LOW,NORMAL,LOW
TXN0300129,2025-01-19 06:39:00,CUST37666,Customer_15629,ACC32880,ACC52181,46271.95,IMPS,Chennai,DEV040124,10.109.86.46,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300130,2025-12-18 14:46:00,CUST26180,Customer_46394,ACC00205,ACC18097,16882.46,UPI,Bengaluru,DEV012590,10.148.138.151,VERIFIED,LOW,NORMAL,LOW
TXN0300131,2025-05-11 20:17:00,CUST18138,Customer_41354,ACC42284,ACC46629,20035.08,RTGS,Kolkata,DEV106477,10.245.35.11,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300132,2025-01-30 04:42:00,CUST47248,Customer_48078,ACC38871,ACC35546,23304.19,RTGS,Chennai,DEV156435,10.101.128.90,PENDING,HIGH,NORMAL,LOW
TXN0300133,2025-12-31 20:19:00,CUST47343,Customer_03956,ACC40198,ACC58270,21550.74,NEFT,Delhi,DEV067919,10.141.173.149,VERIFIED,HIGH,NORMAL,LOW
TXN0300134,2025-02-27 17:59:00,CUST12036,Customer_06768,ACC19622,ACC40920,14266.96,NEFT,Kolkata,DEV065999,10.127.18.182,PENDING,MEDIUM,NORMAL,LOW
TXN0300135,2025-02-17 18:53:00,CUST48657,Customer_31444,ACC42455,ACC16108,6512.58,IMPS,Mumbai,DEV072844,10.227.234.9,VERIFIED,HIGH,NORMAL,LOW
TXN0300136,2025-09-07 12:20:00,CUST22172,Customer_27432,ACC39617,ACC20467,1931.82,NEFT,Kolkata,DEV147872,10.99.11.72,VERIFIED,HIGH,NORMAL,LOW
TXN0300137,2025-06-06 05:49:00,CUST41654,Customer_01049,ACC27144,ACC25289,15588.01,RTGS,Kolkata,DEV158912,10.221.245.64,PENDING,LOW,NORMAL,LOW
TXN0300138,2025-01-07 15:11:00,CUST47911,Customer_45799,ACC28064,ACC17145,41768.68,UPI,Delhi,DEV003861,10.55.27.187,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300139,2025-12-21 06:37:00,CUST02838,Customer_35731,ACC48559,ACC19065,23957.69,UPI,Delhi,DEV171176,10.147.105.41,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300140,2025-06-24 17:41:00,CUST34090,Customer_11544,ACC04642,ACC05234,26990.89,RTGS,Chennai,DEV127155,10.114.190.179,VERIFIED,HIGH,NORMAL,LOW
TXN0300141,2025-02-22 20:29:00,CUST07630,Customer_48751,ACC57443,ACC34095,37646.56,UPI,Chennai,DEV042880,10.46.233.171,VERIFIED,LOW,NORMAL,LOW
TXN0300142,2025-04-18 16:13:00,CUST48745,Customer_28581,ACC45885,ACC09186,24343.28,RTGS,Kolkata,DEV055868,10.204.190.184,VERIFIED,MEDIUM,NORMAL,LOW
TXN0300143,2025-05-12 10:27:00,CUST45910,Customer_43747,ACC43794,ACC16054,26885.45,RTGS,Kolkata,DEV172392,10.109.26.112,VERIFIED,LOW,NORMAL,LOW
